ОСЦ;Архив;Индекс операции;Название операции;Тип ШК;КБП;вид/ площадка операции;Единица измерения;Норматив в секундах;Тип операции
ОСЦ Воронеж;Вне подразделений;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;96;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;60;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;60;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;120;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;93;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;75;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 013 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;13;Регистрация;досье;63;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;96;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;60;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;60;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;120;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;93;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 001 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;01;Регистрация;досье;63;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;96;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;60;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;60;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;120;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;93;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;75;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 003 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;03;Регистрация;досье;63;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;19;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;18,325;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;21,667;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;21,56;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;21,1;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;21,333;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 280 00 01;Регистрация по БП;Рег.;280;Регистрация;досье;21,756;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;14;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;11,933;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;12,419;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 280 00 02;Регистрация по БП;ВСП;280;Регистрация;досье;13,038;AUTO
