ОСЦ;Архив;Индекс операции;Название операции;Тип ШК;КБП;вид/ площадка операции;Единица измерения;Норматив в секундах;Тип операции
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;92,333;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;81,367;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;82,556;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;86,692;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;90;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;85;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 268 00 03;Регистрация по БП;ВРУК;268;Регистрация;досье;97,667;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 281 00 03;Регистрация по БП;ВРУК;281;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;75;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;74,669;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;75;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;75;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 293 00 03;Регистрация по БП;ВРУК;293;Регистрация;досье;75;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;75,05;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;74,669;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;75,033;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;74,867;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;75;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 294 00 03;Регистрация по БП;ВРУК;294;Регистрация;досье;75;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;75;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;74,669;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;75,033;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;75,067;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;75,133;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 295 00 03;Регистрация по БП;ВРУК;295;Регистрация;досье;75;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 002 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;39;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;59;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;29;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;31,097;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;39;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;29;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;29;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 013 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;13;Регистрация;досье;29;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;33;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;29;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;31,063;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;32,023;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;29;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;29;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 001 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;01;Регистрация;досье;29;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;39;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;59;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;29;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;36;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;39;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;29;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;29;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 003 00 51;Регистрация по БП (Ист. Фонд не ДБО);Рег.;03;Регистрация;досье;28;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 002 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 013 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;13;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 001 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;01;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 003 00 52;Регистрация по БП (Ист. Фонд не ДБО);ВСП;03;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Вне подразделений;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №1 Воронеж;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №3 Калининград;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Вне подразделений;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Москва;Архив №1 Томилино;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Вне подразделений;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Вне подразделений;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №1 Новосибирск;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Новосибирск;Архив №3 Екатеринбург;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Вне подразделений;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
ОСЦ Самара;Архив №1 Самара;RG 0001 002 00 53;Регистрация по БП (Ист. Фонд не ДБО);ВРУК;02;Регистрация;досье;0;AUTO
