Ф.И.О. сотрудника;Идентификатор Подразделения 1 уровня;Подразделение 1 уровня;Идентификатор Подразделения 2 уровня;Подразделение 2 уровня;Идентификатор Подразделения 3 уровня;Подразделение 3 уровня;Идентификатор Подразделения 4 уровня;Подразделение 4 уровня;Идентификатор подразделения 5 уровня;Подразделение 5 уровня;Идентификатор подразделения 6 уровня;Подразделение 6 уровня;Идентификатор Должности;Должность;Сегмент;Подсегмент;Разряд ШД;Ставка сотрудника;Уход за ребенком;Населенный пункт
7ffa1fa4-17c9-4c68-9b9f-fe4f3f34cfac;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10233260;Архив №1 (на правах отдела) г.Воронеж;10368384;Сектор логистики и учета документов;35762822;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Воронеж
23bf954c-11f9-43f6-83af-2c9a74827632;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10233260;Архив №1 (на правах отдела) г.Воронеж;10368384;Сектор логистики и учета документов;35762823;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Воронеж
ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10233260;Архив №1 (на правах отдела) г.Воронеж;10368384;Сектор логистики и учета документов;35762824;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Воронеж
c5c433c1-7ac3-4d42-b46a-9bdea4b39a9c;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10233260;Архив №1 (на правах отдела) г.Воронеж;10368384;Сектор логистики и учета документов;35762850;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Воронеж
918f6f04-95af-4f39-b859-a3bb66e8f9f4;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35101612;Начальник отдела;Первая линия;Бэк;9-А-А;1,00;;Калининград
f860ce18-3e9b-40ff-a383-17af689c1b9b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35101613;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Калининград
4b3d305d-4521-4e2f-a7fe-b8f9ab6d9d17;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35101614;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Калининград
a2eade26-d229-45f9-8ee7-6bebc499cd33;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35532599;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Калининград
e3a345f1-63f3-49a1-a2ae-4da98fe08ba0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35101616;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Калининград
db957515-deb3-4d5b-9aee-cb473738c406;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229248;"Объединенный сервисный центр ""Воронеж""";10233323;"Сервисный центр ""Архив""(на правах управления)";10303442;Архив №3 г.Калининград;;;35532625;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Калининград
2c1ecc08-c3bd-4fde-842b-ba08e9b27c29;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;34796379;Начальник центра;Первая линия;Бэк;12-А-А;1,00;;Самара
91de05ac-4bee-4b68-8a46-97af2c31587a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35223627;Заместитель начальника центра;Первая линия;Мидл;10-А-А;1,00;;Самара
ac4856cc-208b-41df-8502-ada245b289d3;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35223628;Менеджер;Первая линия;Бэк;9-А-А;1,00;;Самара
ecdc9637-3003-4110-9741-99a32baf5b4e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35790172;Менеджер;Первая линия;Бэк;9-А-А;1,00;;Самара
d0f0bafc-4a58-483a-9929-ff83f213c774;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146051;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Самара
382233cc-7cd5-48a5-9945-f20456a84710;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146052;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
173dbec4-a845-4379-84ea-1757d09ab87e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35532971;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
abbd3afc-9fd7-4bd8-8230-88b5b4c040b8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35532972;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
b50037af-01c4-4484-ba27-abb6e40a28a7;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35532973;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
a506fafd-d601-4571-898d-c5a5a30e0768;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146053;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
80960c78-1d28-4639-a143-ab87d28d01a8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146054;Ведущий специалист;Первая линия;Бэк;5-А-А;0,00;в отпуске по уходу за ребенком по 07.02.2027;Самара
9662a855-c0f2-46d7-af27-d254ff415cae;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146054;Ведущий специалист;Первая линия;Бэк;5-А-А;0,50;;Самара
a8f6cbc6-0fee-4996-81f6-ed33b7afa5c5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146054;Ведущий специалист;Первая линия;Бэк;5-А-А;0,50;;Самара
0cbaa100-febc-4307-9d00-829bf18228a8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35221508;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
fd3388cd-d922-4793-bdad-009dea60ab05;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35532974;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
9d54c36c-bf18-4186-9360-2f106e21eef9;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35790173;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
79b05fe0-83d7-4d49-9284-bd0a364ed5e1;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";;;;;35146055;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
7e4db7ce-d663-4e97-970e-455d85201843;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221286;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Самара
4581b007-4dfa-42a4-b47d-bd441eda1f8f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221289;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
70233505-1e38-4509-b640-596329bbdfa8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221290;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
6e1f5d83-9282-40d9-9eba-400cc97ffafc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221292;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
dc95d1eb-5484-4904-b2a7-99526f20d1dd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221293;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
2e50e304-faae-4c72-9ec9-a604396abad8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221294;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
b795ac5c-8a10-4632-8a29-ebbe4206cae6;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221295;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
be492205-088d-49c2-a76a-3a2e56f250b9;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221296;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
2479d068-e291-430c-84d5-3fd84b247c2c;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221297;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
2053db43-16d5-46e6-86d6-65b47538d32f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221297;Ведущий специалист;Первая линия;Бэк;5-А-А;0,00;в отпуске по уходу за ребенком по 13.04.2027;Самара
2de9062e-1f6b-4780-bc1a-330223e0804e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221298;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
1d64e626-2f3c-4560-8ee8-ad8b7bcd32cb;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35221299;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
bc5967c3-82cd-4bd8-a6a7-2efd85db67c9;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223525;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
a39f500c-11a7-4027-8968-1f237c21a4c6;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35331273;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
79cdb393-4aae-41e9-ab58-a7a91d61811a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35790174;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
ef3249dc-996c-481c-b632-a0c68a88a08f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223526;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
48001fae-c218-49d0-978d-bcaceca5926d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223527;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 01.07.2027;Самара
bcc65bf3-cdb2-467e-888c-d7cd298a2653;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223527;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
9dcfd9b1-ba80-4a31-b4ec-dc94c882072d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223528;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
32e403f2-95db-497a-ab65-090ac45c9917;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223529;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
399cc698-654c-4083-a5fd-076b6233042a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223534;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
800c5bfc-813d-4671-9870-c95c6b9a4b45;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223535;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
2ff68a51-d4cf-4b03-84b5-410437c36e00;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317651;Сектор использования документов;;;35223536;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
f79af132-ac12-4902-919c-044a3a60568d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223626;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Самара
1833e494-39e4-4e6a-b453-b96801483ec2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223625;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
9b3f1eb8-9334-448e-a345-ae181f81a8b0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223608;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
9bb1ed81-9420-438e-b2c7-3fc5761cf830;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223609;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
973f423d-cb4e-4d0d-b65c-84e4efa4db9c;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223611;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
49bb2e86-09c2-4f93-b368-aa678a34205a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223612;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
3adbd35f-db0c-4da7-97f0-073a6703cc08;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223613;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
174a2084-7b6c-445a-bfaf-785b12318bfd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223614;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
4315c9b1-def1-4b1a-8b11-258dce90306a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223615;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
b429ae69-abf6-4d01-94cc-d41300f0002b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223616;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
1a8a9f17-6d5f-4303-b0c3-d387d7062a8e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35532947;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
76006fb7-7493-4780-aa58-048f2f8f8226;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35532948;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
df64c393-28d1-45f7-91d3-c4c759b597c5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35532949;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
5ab0cc31-45ed-4e70-aae3-b04e168f187b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35790275;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
43867e87-6f4e-4817-b839-535fd682b42b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35790276;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
84d9f519-e4de-4846-8ecd-2177dba61460;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223571;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
970e34b5-e1de-4c30-89a0-2fc82ac68230;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223601;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
2564095f-c019-4b43-a92e-0b5e63c9ce26;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223602;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
0016f424-4bab-45e0-882b-31ee16a250c5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223604;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
5bf80a79-4667-41d2-af28-8160681c54ef;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223605;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
4a12a002-dbdf-4feb-8c5c-00f99ba6c2f3;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10317652;Сектор комплектования документов;;;35223606;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
27f151d9-8333-44d6-9bd6-d02d08a0c1b6;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532950;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Самара
a0d0f99d-e74f-46da-b85c-e6bce5d92ccd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532951;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Самара
172b544e-cde1-49e7-a7da-95486a92e3d2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532952;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
9a2f8885-1ace-4621-ab97-d94f78d3dc09;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532953;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
50994ce7-9a2d-45b8-a13c-67516af6e527;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532954;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
abefc5f3-de31-4d2d-a4ff-0afefd3c28cf;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35790277;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
cd80b3eb-c05f-450d-ba0e-f79f00661ada;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35790278;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Самара
2d540062-856a-4cb7-b66c-fd1cbce077d5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532955;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
d3356200-e14d-4116-a71a-af3e7729737f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532956;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
c1d05991-bad5-4fb0-ba4a-2a098129867b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532957;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
e29acd78-e199-4b1d-8f5d-6054494f0e15;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532958;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Самара
1dfa4047-7ea1-453b-8f85-1d5a9403b477;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10230076;"Объединенный сервисный центр ""Самара""";10265150;"Сервисный центр ""Архив"" (на правах управления)";10346902;Сектор логистики и учета документов;;;35532958;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по БИР до 19.04.2026;Самара
